Employee_ID,Age,Gender,Education_Level,Industry,Job_Role,Years_Experience,AI_Adoption_Level,Automation_Risk,Upskilling_Required,Salary_Before_AI,Salary_After_AI,Job_Status,Work_Hours_Per_Week,Remote_Work,Job_Satisfaction,Productivity_Change_%
E0500,43,Male,High School,Marketing,Content Creator,20,Medium,Medium,No,94503,93061,Modified,39,Yes,5,37.03
E0501,42,Male,PhD,Manufacturing,Supervisor,18,High,High,Yes,89979,112947,Modified,41,No,9,-3.05
E0502,28,Female,Master,Manufacturing,Machine Operator,5,Medium,Medium,No,75607,77140,Modified,44,No,6,25.79
E0503,36,Female,Bachelor,Finance,Accountant,13,High,Low,No,50700,48326,Unchanged,50,Yes,9,-2.26
E0504,49,Female,Bachelor,Healthcare,Technician,27,High,Medium,No,50954,42872,Modified,39,Yes,3,36.45
E0505,24,Female,Bachelor,Marketing,Content Creator,0,High,Medium,Yes,75095,62222,Modified,44,Yes,6,23.6
E0506,24,Male,Bachelor,Manufacturing,Quality Inspector,1,Low,High,No,57056,58816,Unchanged,47,No,7,-3.05
E0507,52,Male,PhD,Marketing,Digital Marketer,26,Low,Low,No,87149,89746,Unchanged,40,No,7,15.43
E0508,31,Female,High School,Manufacturing,Supervisor,5,Medium,Low,Yes,107116,110462,Unchanged,49,Yes,6,32.96
E0509,49,Female,PhD,Marketing,Content Creator,24,Low,High,No,115029,121902,Unchanged,43,No,7,18.44
E0510,34,Male,High School,Healthcare,Nurse,11,Medium,Low,Yes,87649,102445,Unchanged,50,No,5,29.08
E0511,35,Other,Bachelor,Retail,Sales Associate,13,Low,Medium,No,116511,126448,Modified,41,Yes,8,28.4
E0512,42,Male,PhD,Retail,Store Manager,16,High,Low,Yes,48375,57885,Unchanged,44,No,4,-15.29
E0513,53,Male,PhD,Finance,Investment Analyst,29,High,Low,Yes,60881,77220,Unchanged,45,Yes,4,15.03
E0514,43,Other,Bachelor,Manufacturing,Supervisor,21,Low,Low,No,98368,102325,Unchanged,39,Yes,8,-2.21
E0515,22,Other,High School,Manufacturing,Machine Operator,0,Medium,Low,Yes,32610,32961,Unchanged,36,Yes,9,35.98
E0516,53,Male,High School,Manufacturing,Supervisor,29,High,High,No,119285,161344,Modified,41,Yes,7,21.68
E0517,38,Male,Master,Finance,Investment Analyst,15,Low,Medium,No,43050,41232,Modified,40,Yes,8,-11.47
E0518,41,Female,High School,IT,Data Analyst,16,High,Medium,Yes,65060,85483,Modified,46,Yes,9,22.07
E0519,22,Other,Master,Retail,Sales Associate,0,High,High,No,105225,94473,Replaced,38,No,4,27.17
E0520,40,Other,Bachelor,Healthcare,Doctor,16,Medium,Medium,No,64675,60620,Modified,35,Yes,8,27.85
E0521,55,Male,Bachelor,Healthcare,Technician,29,High,Low,Yes,75814,71339,Unchanged,53,Yes,8,22.29
E0522,54,Other,Bachelor,Education,Teacher,32,Medium,High,Yes,40578,41749,Unchanged,50,Yes,8,-1.47
E0523,34,Male,High School,Finance,Auditor,10,Low,Medium,Yes,88002,88836,Modified,44,Yes,3,-12.1
E0524,41,Other,High School,Retail,Sales Associate,16,Medium,High,No,57798,57506,Unchanged,39,Yes,9,28.98
E0525,35,Female,Master,IT,Software Engineer,11,Medium,Medium,No,41889,48166,Modified,52,Yes,6,34.37
E0526,37,Female,Bachelor,IT,Data Analyst,12,High,Medium,No,30112,24447,Modified,39,No,5,3.44
E0527,33,Male,PhD,Manufacturing,Quality Inspector,11,High,Medium,Yes,49552,52442,Modified,39,No,8,32.68
E0528,54,Other,Bachelor,IT,Data Analyst,31,Low,Medium,Yes,111938,117717,Modified,49,No,9,-15.67
E0529,25,Male,Master,IT,DevOps Engineer,3,Low,High,No,76220,81382,Unchanged,48,Yes,9,24.01
E0530,40,Male,High School,Marketing,Content Creator,14,Low,Low,No,52931,52490,Unchanged,44,No,3,-3.42
E0531,29,Male,Bachelor,Healthcare,Technician,6,Low,High,No,84845,87204,Unchanged,40,No,4,-9.24
E0532,26,Other,Master,Marketing,Content Creator,1,Low,High,No,55917,57780,Unchanged,54,No,3,-8.61
E0533,48,Female,Bachelor,Retail,Cashier,26,Low,Medium,Yes,58230,57626,Modified,37,Yes,4,-7.68
E0534,45,Other,High School,Healthcare,Technician,22,Low,Medium,No,118229,129493,Modified,41,Yes,5,16.22
E0535,50,Female,PhD,Manufacturing,Supervisor,25,Low,Low,Yes,111882,113510,Unchanged,53,No,6,21.75
E0536,56,Male,Master,Healthcare,Nurse,33,Medium,Medium,Yes,60109,65668,Modified,40,Yes,9,22.23
E0537,48,Male,PhD,Education,Professor,25,Medium,High,Yes,42360,47103,Unchanged,43,Yes,5,16.6
E0538,57,Other,Master,Retail,Sales Associate,33,Medium,Medium,No,81707,73585,Modified,53,No,4,-9.56
E0539,46,Male,Bachelor,Finance,Accountant,23,High,High,No,92260,126104,Modified,50,No,7,24.19
E0540,43,Other,PhD,Healthcare,Nurse,18,Medium,Low,Yes,114381,126280,Unchanged,51,Yes,7,4.49
E0541,25,Other,PhD,Retail,Store Manager,3,High,Medium,Yes,95618,131431,Modified,47,Yes,8,3.94
E0542,53,Female,Bachelor,Marketing,Content Creator,31,Medium,Low,No,112289,126083,Unchanged,54,Yes,5,-0.38
E0543,42,Other,Bachelor,Finance,Investment Analyst,20,High,Medium,Yes,90686,117016,Modified,53,Yes,6,10.76
E0544,38,Male,Bachelor,Retail,Cashier,14,Medium,Medium,No,105945,117626,Modified,41,No,3,-7.76
E0545,44,Female,Bachelor,Finance,Investment Analyst,19,High,Medium,No,84318,68947,Modified,48,Yes,7,1.36
E0546,55,Other,PhD,IT,Data Analyst,31,Low,Low,Yes,103788,105211,Unchanged,35,No,5,-7.08
E0547,37,Male,Master,Healthcare,Doctor,14,Medium,High,Yes,64397,76339,Unchanged,40,Yes,9,30.31
E0548,40,Male,Master,Education,Administrator,15,High,Low,Yes,37610,36481,Unchanged,37,Yes,4,27.21
E0549,59,Male,Master,Finance,Accountant,37,Medium,Medium,No,31014,34778,Modified,53,Yes,8,11.29
E0550,38,Male,High School,Marketing,SEO Specialist,16,Medium,High,No,73516,79054,Unchanged,51,Yes,6,12.3
E0551,49,Female,Bachelor,Manufacturing,Machine Operator,27,Low,High,No,116664,111443,Unchanged,36,Yes,7,27.24
E0552,59,Male,Master,Finance,Investment Analyst,36,High,Low,Yes,79831,85062,Unchanged,39,No,9,18.96
E0553,49,Male,Master,Education,Administrator,26,High,Medium,Yes,54417,59861,Modified,47,No,6,27.11
E0554,43,Other,PhD,Finance,Investment Analyst,17,Low,Medium,Yes,84122,86112,Modified,49,No,3,35.63
E0555,24,Male,Bachelor,Education,Teacher,1,Low,High,Yes,86704,94386,Unchanged,39,Yes,3,-13.29
E0556,31,Male,PhD,Education,Professor,6,Low,High,Yes,48452,51456,Unchanged,49,No,6,23.23
E0557,40,Other,Master,Retail,Store Manager,16,High,Medium,Yes,42356,34087,Modified,44,Yes,9,35.47
E0558,46,Other,Master,Healthcare,Doctor,20,High,Low,No,62828,63599,Unchanged,47,Yes,9,29.71
E0559,53,Other,Bachelor,Education,Professor,27,Medium,High,Yes,92061,92643,Unchanged,41,No,3,10.34
E0560,42,Female,High School,IT,Software Engineer,16,High,Medium,No,30136,25512,Modified,41,Yes,8,29.73
E0561,26,Female,Master,IT,DevOps Engineer,3,Medium,Medium,Yes,62854,72368,Modified,37,No,8,31.53
E0562,43,Other,Master,Retail,Store Manager,21,High,Low,Yes,31700,33179,Unchanged,54,Yes,9,23.32
E0563,44,Female,Bachelor,Manufacturing,Machine Operator,18,Medium,Low,No,35520,39860,Unchanged,39,No,8,31.78
E0564,39,Male,Bachelor,Finance,Accountant,17,Medium,High,Yes,94925,85977,Unchanged,44,Yes,5,-10.06
E0565,35,Male,Master,IT,DevOps Engineer,12,Medium,Medium,No,73939,69171,Modified,45,Yes,8,-7.29
E0566,40,Male,PhD,Healthcare,Technician,15,Medium,High,No,84935,92145,Unchanged,49,No,3,13.41
E0567,54,Other,Bachelor,Education,Teacher,30,High,Medium,No,110201,115393,Modified,52,No,4,25.22
E0568,34,Female,Bachelor,Healthcare,Nurse,12,Medium,High,No,73937,67034,Unchanged,50,No,3,36.71
E0569,50,Other,High School,Education,Administrator,27,High,Low,No,101696,93941,Unchanged,51,Yes,5,3.51
E0570,28,Female,Bachelor,Finance,Investment Analyst,5,High,High,Yes,30192,24481,Modified,37,No,9,27.57
E0571,50,Female,PhD,Marketing,SEO Specialist,24,Low,High,Yes,60698,63932,Unchanged,43,Yes,3,-4.8
E0572,50,Female,PhD,Manufacturing,Machine Operator,28,Low,High,No,44671,43800,Unchanged,43,Yes,9,-12.36
E0573,35,Other,Master,Marketing,SEO Specialist,9,Low,Low,Yes,34434,36950,Unchanged,49,No,5,4.27
E0574,32,Male,High School,Manufacturing,Supervisor,6,Low,Low,No,73949,74553,Unchanged,53,No,4,28.21
E0575,53,Female,Master,Finance,Auditor,28,High,Medium,No,85480,106495,Modified,54,No,3,30.88
E0576,39,Other,Bachelor,IT,Software Engineer,16,Medium,High,Yes,36476,41624,Unchanged,44,No,7,6.01
E0577,24,Female,PhD,Manufacturing,Quality Inspector,0,Low,High,No,103933,104544,Unchanged,38,No,5,-15.88
E0578,32,Male,PhD,Marketing,Digital Marketer,9,Low,Low,Yes,38026,38287,Unchanged,51,No,3,29.88
E0579,49,Other,Bachelor,Manufacturing,Machine Operator,24,Low,High,Yes,47889,51045,Unchanged,38,Yes,3,12.91
E0580,58,Female,PhD,Finance,Investment Analyst,32,Medium,High,No,89197,101764,Unchanged,51,No,5,11.08
E0581,58,Male,Master,IT,Software Engineer,34,High,Low,Yes,119791,147096,Unchanged,43,No,9,3.2
E0582,49,Other,High School,Retail,Store Manager,23,High,Low,No,107241,144232,Unchanged,37,Yes,7,25.52
E0583,47,Other,Master,Marketing,Digital Marketer,22,High,Low,Yes,96025,110167,Unchanged,44,Yes,6,17.94
E0584,34,Female,Master,Healthcare,Doctor,10,Medium,Low,No,62821,63817,Unchanged,42,Yes,7,15.31
E0585,23,Male,Bachelor,Marketing,Digital Marketer,0,Medium,Low,Yes,71609,75341,Unchanged,51,No,4,-8.72
E0586,23,Male,Master,Manufacturing,Machine Operator,0,Medium,High,No,102075,105459,Unchanged,51,Yes,8,7.05
E0587,59,Female,Bachelor,Finance,Accountant,37,High,High,No,83442,113768,Modified,35,Yes,8,18.18
E0588,53,Other,PhD,Retail,Sales Associate,28,Low,High,No,74948,79009,Unchanged,38,Yes,9,-6.88
E0589,43,Male,Master,Retail,Store Manager,20,Low,Medium,No,82198,87665,Modified,40,Yes,6,29.3
E0590,58,Other,High School,Marketing,SEO Specialist,33,Low,Medium,No,30203,29375,Modified,39,No,9,-6.97
E0591,43,Male,PhD,Education,Professor,17,Medium,Medium,No,50884,59358,Modified,48,Yes,4,29.46
E0592,27,Male,Bachelor,IT,Software Engineer,5,Low,Medium,Yes,32103,31466,Modified,41,No,7,10.85
E0593,59,Female,PhD,Healthcare,Nurse,36,High,Medium,Yes,111159,105534,Modified,40,Yes,5,14.6
E0594,41,Male,PhD,Education,Teacher,16,Medium,Low,Yes,71258,84089,Unchanged,44,No,5,28.08
E0595,48,Other,PhD,Manufacturing,Machine Operator,24,Medium,Medium,No,58302,57789,Modified,37,No,6,-0.91
E0596,32,Male,High School,IT,Software Engineer,8,Low,Medium,No,100130,101221,Modified,50,No,7,-19.18
E0597,56,Other,PhD,Finance,Investment Analyst,33,Low,Low,Yes,82656,87974,Unchanged,49,No,5,-17.66
E0598,56,Other,Master,Marketing,Content Creator,32,Medium,Medium,Yes,76287,78151,Modified,53,No,3,4.14
E0599,25,Female,Bachelor,Healthcare,Doctor,0,Low,Medium,No,101196,107622,Modified,44,No,7,6.54
E0600,46,Other,Bachelor,Finance,Accountant,21,Medium,High,Yes,114178,132506,Unchanged,36,Yes,9,2.75
E0601,49,Female,High School,Retail,Store Manager,23,High,Medium,Yes,98798,91583,Modified,46,No,4,39.74
E0602,25,Male,High School,Manufacturing,Quality Inspector,3,Medium,High,No,97753,108948,Unchanged,45,No,5,15.59
E0603,39,Female,PhD,Manufacturing,Machine Operator,15,Low,Low,Yes,76646,82742,Unchanged,45,No,7,-13.4
E0604,26,Female,Master,Finance,Auditor,4,Low,Medium,No,30570,32238,Modified,44,No,8,18.92
E0605,40,Male,Master,Marketing,Digital Marketer,18,Low,Low,Yes,94575,101340,Unchanged,42,No,6,4.83
E0606,43,Male,High School,Marketing,Digital Marketer,20,High,Medium,No,53470,57306,Modified,52,Yes,6,36.92
E0607,54,Female,High School,Marketing,Digital Marketer,30,Medium,High,No,116795,121053,Unchanged,40,Yes,5,21.14
E0608,49,Other,PhD,Education,Teacher,26,High,High,Yes,35213,46796,Replaced,51,No,8,15.07
E0609,23,Other,PhD,Education,Professor,0,Low,Low,Yes,53989,56012,Unchanged,42,Yes,5,15.57
E0610,43,Other,High School,Finance,Auditor,18,Low,High,No,53559,51415,Unchanged,51,Yes,6,-6.15
E0611,37,Male,High School,IT,DevOps Engineer,13,Medium,Medium,Yes,114486,120264,Modified,50,Yes,5,38.57
E0612,44,Female,Master,Healthcare,Doctor,22,Low,Low,Yes,94418,92537,Unchanged,51,Yes,9,-7.03
E0613,52,Other,High School,Marketing,SEO Specialist,30,High,Low,No,86583,118139,Unchanged,48,No,6,26.55
E0614,33,Female,Bachelor,Marketing,SEO Specialist,11,Low,Medium,No,65903,71424,Modified,48,No,5,-1.64
E0615,55,Female,PhD,Manufacturing,Quality Inspector,32,Medium,High,No,113014,108859,Unchanged,54,Yes,4,-6.24
E0616,59,Female,Bachelor,Finance,Auditor,36,Medium,Medium,No,75619,78003,Modified,39,No,8,11.79
E0617,29,Female,Master,IT,DevOps Engineer,4,Medium,Low,Yes,105831,100187,Unchanged,42,No,7,-7.56
E0618,51,Female,Master,Manufacturing,Machine Operator,26,Medium,High,Yes,112569,109973,Unchanged,47,No,6,1.32
E0619,58,Female,Master,Finance,Auditor,35,High,Medium,Yes,41349,55363,Modified,40,No,9,26.61
E0620,45,Other,Bachelor,Education,Administrator,22,High,High,Yes,119462,146222,Replaced,39,No,8,17.03
E0621,31,Other,Master,Healthcare,Doctor,7,High,High,Yes,115103,104115,Replaced,35,No,9,32.52
E0622,52,Female,High School,Manufacturing,Quality Inspector,29,Low,Medium,Yes,60134,57641,Modified,43,No,8,5.12
E0623,34,Other,Bachelor,Marketing,Digital Marketer,12,High,Medium,No,63455,71598,Modified,51,No,9,39.51
E0624,36,Male,High School,Finance,Investment Analyst,10,High,Low,Yes,73856,92991,Unchanged,52,Yes,7,36.43
E0625,37,Other,Master,Marketing,SEO Specialist,15,High,Medium,Yes,95982,109011,Modified,41,Yes,3,21.22
E0626,56,Female,PhD,IT,Software Engineer,33,Low,High,Yes,41151,41119,Unchanged,42,No,7,7.24
E0627,38,Female,Bachelor,Manufacturing,Quality Inspector,16,High,Medium,Yes,96788,107056,Modified,48,No,9,24.17
E0628,25,Female,PhD,Retail,Sales Associate,0,High,Medium,Yes,113494,154283,Modified,40,No,9,24.5
E0629,59,Female,PhD,Retail,Sales Associate,34,Low,Low,Yes,111972,111053,Unchanged,47,Yes,8,-6.88
E0630,55,Male,PhD,Education,Administrator,29,Medium,High,Yes,93909,111843,Unchanged,40,Yes,8,14.28
E0631,53,Other,High School,Finance,Accountant,29,Low,High,No,116402,126191,Unchanged,39,Yes,8,0.25
E0632,46,Male,Bachelor,Education,Teacher,24,Medium,High,Yes,59437,62766,Unchanged,38,No,7,11.32
E0633,41,Male,Bachelor,Manufacturing,Machine Operator,16,High,High,Yes,30336,27036,Replaced,49,Yes,7,7.5
E0634,38,Other,Bachelor,Retail,Store Manager,15,Medium,Low,No,101386,92465,Unchanged,42,Yes,5,-2.51
E0635,47,Other,Master,Retail,Cashier,23,Low,Medium,No,84028,85726,Modified,50,No,9,7.98
E0636,23,Other,Master,Manufacturing,Machine Operator,0,Medium,High,No,86830,93695,Unchanged,52,Yes,7,39.97
E0637,51,Female,Bachelor,Retail,Store Manager,28,High,High,No,60676,76314,Replaced,51,No,5,-17.27
E0638,36,Female,Bachelor,Education,Professor,14,High,High,Yes,61923,68481,Modified,54,Yes,8,10.08
E0639,54,Female,Bachelor,Education,Professor,32,High,Low,Yes,61027,82815,Unchanged,46,Yes,5,39.78
E0640,32,Female,High School,IT,DevOps Engineer,9,Low,Low,No,99327,97898,Unchanged,35,Yes,7,-17.02
E0641,35,Other,PhD,Retail,Cashier,13,Low,Low,No,84200,82378,Unchanged,46,No,3,35.34
E0642,32,Male,High School,Healthcare,Technician,8,Medium,Low,No,52800,50858,Unchanged,42,No,9,13.39
E0643,27,Male,Master,Healthcare,Technician,4,Medium,High,Yes,55068,63221,Unchanged,43,No,3,11.48
E0644,56,Male,Bachelor,Healthcare,Doctor,32,Medium,Low,No,53383,48526,Unchanged,42,Yes,5,37.69
E0645,49,Female,Bachelor,IT,Data Analyst,25,High,High,Yes,87616,104440,Modified,36,No,8,-8.46
E0646,58,Female,PhD,Marketing,Digital Marketer,34,Medium,Medium,Yes,86563,97099,Modified,45,Yes,6,-3.35
E0647,34,Female,High School,Education,Administrator,9,Medium,Low,Yes,86889,96865,Unchanged,48,Yes,5,22.37
E0648,56,Male,Bachelor,Manufacturing,Machine Operator,32,High,Low,Yes,100427,96071,Unchanged,42,No,3,0.6
E0649,33,Other,Bachelor,IT,Software Engineer,10,Low,Medium,Yes,78003,76425,Modified,49,No,6,-10.11
E0650,52,Female,High School,Education,Professor,26,High,Medium,No,35698,33841,Modified,44,No,3,8.26
E0651,47,Male,Bachelor,Education,Teacher,22,Medium,High,No,74041,70572,Unchanged,37,Yes,4,-2.34
E0652,48,Female,High School,Marketing,Content Creator,26,Medium,High,Yes,79422,82497,Unchanged,46,No,4,31.9
E0653,55,Female,Bachelor,IT,DevOps Engineer,32,Low,Medium,Yes,107963,117288,Modified,50,No,3,-1.17
E0654,46,Male,Bachelor,Finance,Accountant,23,Low,High,Yes,34765,37929,Unchanged,54,No,3,16.23
E0655,43,Other,Bachelor,Retail,Cashier,17,Medium,High,Yes,36589,38262,Unchanged,49,Yes,4,-12.98
E0656,36,Male,Master,Manufacturing,Quality Inspector,14,High,Medium,Yes,61508,70744,Modified,40,Yes,3,3.41
E0657,44,Other,Bachelor,IT,Software Engineer,19,Low,Low,Yes,55105,53224,Unchanged,42,No,9,32.38
E0658,24,Other,Bachelor,Manufacturing,Supervisor,1,Medium,Low,No,40377,40297,Unchanged,45,Yes,7,-19.35
E0659,26,Male,High School,Healthcare,Nurse,3,Medium,High,No,90652,83644,Unchanged,47,No,8,1.69
E0660,50,Female,High School,IT,DevOps Engineer,24,Medium,Medium,Yes,46968,54891,Modified,42,No,6,27.01
E0661,51,Female,PhD,Manufacturing,Supervisor,27,Medium,Medium,Yes,48395,46794,Modified,47,Yes,5,32.39
E0662,29,Other,Master,Manufacturing,Machine Operator,3,High,High,No,92901,97929,Modified,41,No,9,27.61
E0663,42,Male,High School,IT,Software Engineer,19,Medium,Low,Yes,69454,63608,Unchanged,42,No,7,21.52
E0664,22,Female,Bachelor,Marketing,SEO Specialist,0,Low,Low,Yes,59432,61609,Unchanged,49,Yes,3,1.55
E0665,43,Male,Bachelor,Manufacturing,Machine Operator,19,Medium,Low,No,113948,129693,Unchanged,51,No,3,-10.5
E0666,47,Male,PhD,Education,Teacher,21,Low,Medium,Yes,38848,41768,Modified,47,No,8,1.5
E0667,56,Male,High School,IT,DevOps Engineer,30,Medium,Medium,Yes,95333,107589,Modified,37,Yes,6,26.89
E0668,27,Other,Master,Marketing,Content Creator,1,High,High,No,43269,36603,Modified,36,No,4,5.25
E0669,26,Female,Bachelor,Manufacturing,Supervisor,3,Medium,Medium,No,41795,40747,Modified,52,No,4,19.25
E0670,25,Female,Master,Finance,Accountant,3,Medium,Low,Yes,35368,39415,Unchanged,46,Yes,9,-15.89
E0671,36,Male,High School,Finance,Accountant,12,Low,High,No,83822,91430,Unchanged,51,No,5,19.71
E0672,40,Female,PhD,IT,Software Engineer,15,Medium,High,No,48019,53032,Unchanged,46,No,7,36.41
E0673,38,Other,Bachelor,Finance,Auditor,14,High,High,No,80225,69276,Replaced,47,Yes,8,1.29
E0674,35,Male,PhD,Retail,Store Manager,9,Low,Medium,No,69791,68572,Modified,42,Yes,5,-2.72
E0675,37,Female,Master,Finance,Investment Analyst,12,Medium,Medium,Yes,92653,87731,Modified,47,No,4,-6.79
E0676,52,Female,Master,Healthcare,Doctor,28,Low,Medium,No,58807,60298,Modified,43,No,9,23.89
E0677,23,Female,Master,Education,Teacher,0,High,Low,Yes,65186,66996,Unchanged,50,No,5,-1.0
E0678,51,Other,PhD,Finance,Auditor,28,Low,High,Yes,57877,59595,Unchanged,41,No,6,20.65
E0679,55,Male,High School,Finance,Accountant,31,High,Low,Yes,70317,62431,Unchanged,40,No,4,29.98
E0680,25,Female,PhD,Marketing,SEO Specialist,0,High,High,No,113973,108354,Modified,42,No,4,30.65
E0681,53,Other,High School,Marketing,SEO Specialist,31,High,High,No,39417,45086,Replaced,37,No,4,-0.49
E0682,32,Male,Master,Finance,Investment Analyst,8,Medium,Low,Yes,70031,83317,Unchanged,43,No,5,3.71
E0683,26,Other,Master,Retail,Cashier,2,Low,Low,Yes,70469,68345,Unchanged,45,Yes,7,2.94
E0684,24,Other,Bachelor,Manufacturing,Supervisor,2,Medium,Medium,No,86635,82939,Modified,52,Yes,3,7.58
E0685,30,Female,PhD,Healthcare,Doctor,7,High,Medium,Yes,80258,106925,Modified,54,No,9,5.19
E0686,51,Female,Bachelor,Education,Teacher,29,Medium,High,No,65739,61738,Unchanged,49,No,3,13.93
E0687,31,Male,Master,Education,Professor,8,Low,Medium,Yes,58141,58662,Modified,43,No,3,-13.99
E0688,35,Female,Master,Finance,Investment Analyst,11,Medium,Low,Yes,38307,38333,Unchanged,45,Yes,5,-15.39
E0689,42,Male,Master,Marketing,Content Creator,16,Low,High,No,70149,76897,Unchanged,36,Yes,6,-11.87
E0690,39,Male,Master,Education,Professor,15,Medium,Low,No,54816,49493,Unchanged,50,Yes,8,31.48
E0691,33,Male,Bachelor,Manufacturing,Quality Inspector,8,High,Low,Yes,72316,82420,Unchanged,49,No,9,-19.62
E0692,29,Male,Bachelor,Healthcare,Technician,4,High,Medium,No,48443,50685,Modified,51,Yes,6,-10.2
E0693,42,Male,High School,Finance,Accountant,16,Low,Medium,Yes,79241,76412,Modified,49,Yes,6,7.0
E0694,58,Female,High School,IT,Software Engineer,35,Low,High,No,96630,92541,Unchanged,39,No,7,9.55
E0695,24,Male,Bachelor,Retail,Store Manager,0,Low,Medium,Yes,111326,114609,Modified,44,Yes,7,-10.32
E0696,58,Male,Master,IT,Data Analyst,34,Low,Low,Yes,53862,52412,Unchanged,40,No,9,-11.05
E0697,57,Other,PhD,IT,Data Analyst,34,Medium,Low,Yes,65733,61635,Unchanged,38,Yes,8,-9.72
E0698,40,Female,High School,Manufacturing,Quality Inspector,17,Medium,High,Yes,94140,91688,Unchanged,38,No,8,38.56
E0699,57,Other,Master,Retail,Store Manager,35,Medium,Low,No,87062,81258,Unchanged,54,No,9,18.89
E0700,36,Female,Bachelor,Marketing,Digital Marketer,14,Medium,Low,Yes,113231,129910,Unchanged,54,Yes,9,3.82
E0701,32,Female,Master,Marketing,Content Creator,6,Medium,Low,No,56553,51490,Unchanged,47,Yes,4,39.39
E0702,30,Female,Master,IT,Data Analyst,7,Medium,Low,Yes,76686,91756,Unchanged,37,No,3,38.64
E0703,42,Male,PhD,Marketing,Digital Marketer,16,High,High,Yes,76418,106305,Replaced,54,No,4,26.08
E0704,23,Male,PhD,Retail,Cashier,0,Medium,High,No,68751,79419,Unchanged,45,Yes,3,-7.91
E0705,32,Male,Master,IT,Data Analyst,6,Medium,High,No,56627,61211,Unchanged,46,No,9,11.42
E0706,38,Male,Bachelor,IT,DevOps Engineer,16,Low,Medium,No,91386,100414,Modified,44,No,9,-2.36
E0707,23,Male,Master,Healthcare,Technician,0,High,High,No,78899,67987,Replaced,42,Yes,4,-12.44
E0708,32,Male,PhD,Marketing,SEO Specialist,6,Low,High,No,70130,70035,Unchanged,51,Yes,8,20.59
E0709,23,Other,High School,Retail,Store Manager,1,Low,High,Yes,59327,56408,Unchanged,54,Yes,8,-19.92
E0710,49,Female,PhD,Marketing,Content Creator,27,High,Medium,Yes,92559,86613,Modified,42,No,3,21.54
E0711,34,Male,Bachelor,IT,Software Engineer,12,Low,Low,Yes,88741,87215,Unchanged,50,No,7,-16.4
E0712,43,Male,Bachelor,Healthcare,Nurse,21,Medium,Low,Yes,116483,129344,Unchanged,50,Yes,4,-13.19
E0713,53,Other,High School,Healthcare,Nurse,30,Low,Low,No,35543,34439,Unchanged,44,Yes,3,-18.33
E0714,55,Female,Master,IT,Data Analyst,30,Low,Low,Yes,102742,107335,Unchanged,38,No,8,5.58
E0715,48,Female,PhD,Retail,Cashier,25,Low,High,Yes,56270,60255,Unchanged,49,No,6,3.87
E0716,58,Male,Master,Education,Professor,33,High,High,No,62083,70672,Replaced,44,No,8,10.02
E0717,35,Male,Master,Finance,Auditor,9,Medium,Low,No,119745,112350,Unchanged,46,No,8,28.01
E0718,27,Female,High School,IT,DevOps Engineer,2,Medium,Medium,Yes,109267,122166,Modified,38,No,3,27.09
E0719,53,Male,Bachelor,Education,Professor,31,Low,High,No,57564,60554,Unchanged,37,No,9,36.76
E0720,53,Female,Master,Finance,Investment Analyst,27,High,Low,No,83370,70781,Unchanged,42,Yes,5,35.46
E0721,35,Other,Bachelor,Education,Teacher,10,Medium,High,Yes,88255,103329,Unchanged,41,Yes,8,30.24
E0722,53,Female,Bachelor,Finance,Accountant,28,High,High,No,55256,59477,Replaced,39,No,7,9.94
E0723,48,Male,Bachelor,Finance,Investment Analyst,23,Medium,High,No,53382,59717,Unchanged,49,No,5,26.79
E0724,54,Female,PhD,Manufacturing,Supervisor,28,Medium,Low,Yes,70222,69998,Unchanged,48,Yes,8,13.26
E0725,44,Other,Master,Healthcare,Doctor,18,High,High,Yes,118314,153117,Modified,40,No,9,33.93
E0726,46,Other,Bachelor,Marketing,Digital Marketer,23,High,Low,No,109788,152967,Unchanged,42,No,9,-6.46
E0727,22,Other,Master,IT,DevOps Engineer,0,Medium,High,No,94427,87722,Unchanged,49,No,8,-9.39
E0728,45,Other,Master,Retail,Store Manager,21,High,Low,Yes,79052,67398,Unchanged,54,Yes,8,-16.05
E0729,24,Female,High School,IT,Data Analyst,2,Medium,High,Yes,115886,115663,Unchanged,51,Yes,4,-1.66
E0730,50,Other,PhD,Healthcare,Nurse,25,High,High,No,37493,43318,Modified,35,No,5,21.68
E0731,56,Female,High School,Finance,Accountant,30,High,Low,No,35594,31028,Unchanged,54,No,3,14.36
E0732,25,Other,Master,IT,Software Engineer,1,Medium,Medium,Yes,116005,139021,Modified,45,Yes,7,-14.45
E0733,34,Other,High School,IT,DevOps Engineer,9,Low,Medium,Yes,82664,82058,Modified,47,No,8,6.58
E0734,40,Female,Bachelor,Healthcare,Nurse,15,Medium,Medium,No,70745,74782,Modified,45,Yes,7,-3.06
E0735,49,Female,PhD,IT,Software Engineer,27,Low,Medium,Yes,43331,45401,Modified,53,Yes,6,29.95
E0736,36,Female,High School,Manufacturing,Quality Inspector,12,High,Medium,No,106441,104035,Modified,36,Yes,5,35.95
E0737,40,Male,Master,Manufacturing,Supervisor,15,Low,High,No,34837,36507,Unchanged,37,No,5,-10.76
E0738,28,Male,Master,Education,Administrator,4,Low,Medium,Yes,118422,120781,Modified,40,Yes,8,-8.6
E0739,33,Male,PhD,Retail,Store Manager,9,Medium,Medium,Yes,107362,125978,Modified,50,Yes,3,-18.74
